Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBatsPerHomeRun_h2h,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Mike Zunino,572287,139,62.0,46.0,23.0,10.0,1.0,6.0,71.0,15.0,0.0,35.0,3.0,0.172,203.0,0.24,0.32,0.56,0.0,0.0,0.0,3.0,888.0,221.0,65.0,21.0,115.0,0.0,0.0,0.23,0.9,33.83,17.0,0.118,2.0,0.318,0.612,0.294,14.0,0.119,5.0,0.245,0.578,0.333,0.291,5.93,1.2,10.09,1.2,30.1,16.25,6.28,0.0,0.63,2.0,5.93,2.97,1.45,0.4,0.0,15.0,0.2,3.0,0.4,0.667,0.267,1.0,True
Tommy Pham,502054,139,100.0,125.0,50.0,20.0,2.0,16.0,86.0,58.0,2.0,108.0,4.0,0.275,393.0,0.373,0.458,0.831,3.0,12.0,0.8,15.0,1811.0,456.0,180.0,48.0,177.0,0.0,1.0,0.315,1.67,24.56,29.0,0.345,10.0,0.424,1.01,0.586,30.5,0.23,14.0,0.319,0.729,0.41,0.291,5.93,1.2,10.09,1.2,30.1,16.25,6.28,0.0,0.63,2.0,5.93,2.97,1.45,0.4,14.0,14.0,0.286,4.0,0.286,0.857,0.571,1.0,True
Travis d'Arnaud,518595,139,62.0,48.0,36.0,9.0,0.0,13.0,51.0,20.0,0.0,52.0,1.0,0.257,202.0,0.324,0.495,0.819,1.0,0.0,0.0,2.0,852.0,225.0,100.0,44.0,90.0,0.0,2.0,0.279,0.91,15.54,9.67,0.345,10.0,0.441,1.131,0.69,8.57,0.333,20.0,0.412,1.145,0.733,0.291,5.93,1.2,10.09,1.2,30.1,16.25,6.28,0.0,0.63,2.0,5.93,2.97,1.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,
Willy Adames,642715,139,103.0,97.0,46.0,17.0,1.0,13.0,114.0,30.0,0.0,88.0,2.0,0.238,369.0,0.299,0.396,0.695,1.0,4.0,0.8,5.0,1580.0,403.0,146.0,33.0,169.0,2.0,0.0,0.31,1.35,28.38,7.33,0.318,7.0,0.4,1.173,0.773,17.0,0.255,13.0,0.321,0.811,0.49,0.291,5.93,1.2,10.09,1.2,30.1,16.25,6.28,0.0,0.63,2.0,5.93,2.97,1.45,0.4,0.0,10.0,0.1,1.0,0.1,0.2,0.1,1.0,True
Carlos Santana,467793,114,105.0,117.0,71.0,21.0,1.0,23.0,68.0,76.0,9.0,105.0,1.0,0.277,379.0,0.399,0.52,0.919,0.0,4.0,1.0,12.0,1840.0,456.0,197.0,60.0,162.0,0.0,0.0,0.285,1.31,16.48,13.0,0.192,5.0,0.323,0.785,0.462,28.0,0.179,10.0,0.303,0.66,0.357,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,6.0,0.167,1.0,0.444,0.611,0.167,1.0,False
Francisco Lindor,596019,114,89.0,98.0,59.0,24.0,2.0,18.0,67.0,27.0,6.0,114.0,3.0,0.305,374.0,0.354,0.524,0.878,2.0,17.0,0.895,3.0,1508.0,408.0,196.0,43.0,106.0,1.0,3.0,0.329,0.99,20.78,18.0,0.417,15.0,0.417,1.139,0.722,17.25,0.377,26.0,0.394,1.061,0.667,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,10.0,0.1,1.0,0.182,0.282,0.1,1.0,True
Franmil Reyes,614177,114,100.0,80.0,43.0,9.0,0.0,27.0,94.0,29.0,1.0,83.0,0.0,0.255,325.0,0.313,0.532,0.845,0.0,0.0,0.0,12.0,1346.0,358.0,173.0,46.0,125.0,0.0,4.0,0.269,1.11,12.04,26.0,0.308,8.0,0.357,0.857,0.5,24.0,0.271,13.0,0.375,0.813,0.438,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0,True
Jason Kipnis,543401,114,86.0,93.0,36.0,15.0,1.0,9.0,58.0,31.0,2.0,81.0,1.0,0.248,326.0,0.311,0.383,0.695,1.0,5.0,0.833,5.0,1415.0,367.0,125.0,45.0,128.0,4.0,5.0,0.273,0.9,36.22,13.5,0.296,8.0,0.406,0.962,0.556,28.5,0.298,17.0,0.369,0.825,0.456,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,13.0,0.231,3.0,0.231,0.616,0.385,1.0,True
Jordan Luplow,656669,114,66.0,38.0,31.0,11.0,0.0,11.0,51.0,22.0,0.0,48.0,1.0,0.265,181.0,0.346,0.508,0.855,2.0,2.0,0.5,5.0,852.0,205.0,92.0,29.0,72.0,0.0,1.0,0.308,0.84,16.46,18.0,0.222,4.0,0.364,0.808,0.444,18.0,0.306,11.0,0.39,0.946,0.556,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Jose Ramirez,608070,114,105.0,85.0,53.0,23.0,2.0,14.0,59.0,44.0,3.0,95.0,2.0,0.239,398.0,0.313,0.412,0.725,4.0,22.0,0.846,8.0,1790.0,450.0,164.0,56.0,183.0,0.0,6.0,0.245,0.52,28.43,7.25,0.276,8.0,0.313,1.072,0.759,10.17,0.311,19.0,0.333,1.022,0.689,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,7.0,7.0,0.143,1.0,0.222,0.793,0.571,1.0,False
Kevin Plawecki,608700,114,41.0,27.0,10.0,7.0,0.0,2.0,23.0,9.0,0.0,23.0,2.0,0.213,108.0,0.283,0.333,0.617,1.0,0.0,0.0,2.0,439.0,120.0,36.0,12.0,49.0,0.0,1.0,0.25,0.75,54.0,0.0,0.235,4.0,0.235,0.529,0.294,41.0,0.293,12.0,0.318,0.708,0.39,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0,False
Mike Freeman,502273,114,44.0,27.0,15.0,4.0,0.0,3.0,31.0,13.0,0.0,25.0,2.0,0.258,97.0,0.351,0.392,0.743,2.0,1.0,0.333,1.0,454.0,119.0,38.0,15.0,35.0,5.0,2.0,0.338,1.29,32.33,0.0,0.174,4.0,0.259,0.433,0.174,20.0,0.275,11.0,0.318,0.768,0.45,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,
Oscar Mercado,640458,114,63.0,66.0,43.0,15.0,2.0,8.0,50.0,15.0,0.0,72.0,4.0,0.29,248.0,0.338,0.464,0.802,3.0,9.0,0.75,6.0,996.0,274.0,115.0,31.0,93.0,5.0,2.0,0.333,0.99,31.0,0.0,0.29,9.0,0.324,0.679,0.355,63.0,0.302,19.0,0.333,0.777,0.444,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Roberto Perez,547379,114,79.0,72.0,33.0,7.0,1.0,18.0,83.0,33.0,1.0,62.0,2.0,0.239,259.0,0.326,0.483,0.808,0.0,0.0,0.0,8.0,1279.0,301.0,125.0,44.0,127.0,3.0,4.0,0.272,1.47,14.39,12.0,0.25,6.0,0.333,0.875,0.542,26.0,0.173,9.0,0.254,0.581,0.327,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,11.0,0.091,1.0,0.091,0.182,0.091,0.0,False
Tyler Naquin,571980,114,68.0,54.0,27.0,17.0,0.0,9.0,53.0,10.0,2.0,62.0,1.0,0.288,215.0,0.32,0.493,0.813,1.0,4.0,0.8,6.0,823.0,229.0,106.0,31.0,86.0,1.0,2.0,0.342,1.1,23.89,0.0,0.292,7.0,0.292,0.667,0.375,17.0,0.373,19.0,0.377,1.024,0.647,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Yasiel Puig,624577,114,101.0,76.0,51.0,16.0,1.0,22.0,89.0,24.0,1.0,95.0,5.0,0.253,376.0,0.304,0.476,0.78,5.0,15.0,0.75,9.0,1458.0,408.0,179.0,61.0,169.0,0.0,3.0,0.272,0.64,17.09,0.0,0.12,3.0,0.214,0.414,0.2,0.0,0.196,11.0,0.286,0.572,0.286,0.183,2.12,0.84,5.82,1.32,34.0,15.06,2.12,1.0,0.68,5.11,12.18,2.38,0.91,1.0,16.0,16.0,0.438,7.0,0.5,1.313,0.813,0.0,True
Aledmys Diaz,649557,117,37.0,41.0,19.0,5.0,1.0,6.0,14.0,7.0,0.0,29.0,2.0,0.261,111.0,0.304,0.486,0.79,0.0,0.0,0.0,6.0,427.0,125.0,54.0,26.0,51.0,0.0,5.0,0.24,1.28,18.5,19.0,0.211,4.0,0.273,0.747,0.474,14.0,0.31,13.0,0.373,0.944,0.571,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Alex Bregman,608324,117,106.0,81.0,78.0,17.0,1.0,27.0,63.0,84.0,1.0,100.0,5.0,0.265,377.0,0.4,0.531,0.93,1.0,4.0,0.8,8.0,2002.0,473.0,200.0,65.0,162.0,0.0,7.0,0.248,0.58,13.96,25.0,0.24,6.0,0.387,0.827,0.44,17.0,0.255,13.0,0.415,0.905,0.49,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,3.0,3.0,0.333,1.0,0.5,1.833,1.333,0.0,True
Carlos Correa,621043,117,56.0,46.0,29.0,14.0,1.0,13.0,58.0,22.0,0.0,61.0,1.0,0.285,214.0,0.35,0.542,0.892,0.0,1.0,1.0,8.0,959.0,240.0,116.0,41.0,107.0,0.0,3.0,0.329,0.88,16.46,13.5,0.222,6.0,0.3,0.781,0.481,18.33,0.255,14.0,0.328,0.783,0.455,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,6.0,0.0,0.0,0.25,0.25,0.0,0.0,True
George Springer,543807,117,77.0,80.0,65.0,14.0,2.0,25.0,71.0,43.0,1.0,88.0,4.0,0.289,304.0,0.38,0.595,0.976,1.0,5.0,0.833,8.0,1432.0,355.0,181.0,62.0,118.0,0.0,4.0,0.297,1.16,12.16,9.0,0.222,6.0,0.344,1.048,0.704,8.71,0.246,15.0,0.361,1.033,0.672,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,2.5,5.0,0.4,2.0,0.625,2.225,1.6,0.0,True
Jake Marisnick,545350,117,84.0,52.0,32.0,14.0,2.0,8.0,67.0,12.0,0.0,50.0,6.0,0.244,205.0,0.305,0.449,0.754,2.0,8.0,0.8,5.0,890.0,226.0,92.0,25.0,108.0,3.0,0.0,0.323,1.33,25.62,0.0,0.0,0.0,0.091,0.091,0.0,0.0,0.182,6.0,0.27,0.573,0.303,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,7.0,0.429,3.0,0.429,0.858,0.429,0.0,False
Jose Altuve,514888,117,74.0,87.0,47.0,17.0,0.0,16.0,50.0,27.0,0.0,89.0,3.0,0.303,294.0,0.365,0.524,0.889,3.0,4.0,0.571,11.0,1181.0,326.0,154.0,41.0,99.0,0.0,2.0,0.317,1.24,18.38,13.0,0.538,14.0,0.625,1.471,0.846,15.0,0.417,25.0,0.485,1.168,0.683,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,13.0,13.0,0.308,4.0,0.357,0.895,0.538,0.0,True
Josh Reddick,502210,117,100.0,95.0,42.0,14.0,1.0,10.0,43.0,26.0,1.0,101.0,0.0,0.275,367.0,0.318,0.401,0.718,2.0,4.0,0.667,9.0,1417.0,402.0,147.0,35.0,139.0,0.0,7.0,0.283,0.7,36.7,0.0,0.174,4.0,0.174,0.391,0.217,0.0,0.204,11.0,0.254,0.495,0.241,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,12.0,0.083,1.0,0.083,0.166,0.083,1.0,False
Martin Maldonado,455117,117,79.0,81.0,27.0,16.0,0.0,6.0,63.0,19.0,1.0,55.0,5.0,0.217,254.0,0.283,0.35,0.634,0.0,0.0,0.0,9.0,1043.0,281.0,89.0,17.0,102.0,2.0,1.0,0.263,1.4,42.33,0.0,0.1,2.0,0.182,0.382,0.2,47.0,0.149,7.0,0.2,0.477,0.277,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Michael Brantley,488726,117,103.0,120.0,59.0,29.0,1.0,16.0,47.0,37.0,2.0,129.0,4.0,0.32,403.0,0.38,0.516,0.896,2.0,3.0,0.6,15.0,1618.0,447.0,208.0,63.0,176.0,0.0,3.0,0.329,1.09,25.19,27.0,0.185,5.0,0.258,0.628,0.37,13.5,0.296,16.0,0.371,0.964,0.593,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Myles Straw,664702,117,39.0,20.0,18.0,3.0,1.0,0.0,21.0,15.0,0.0,20.0,0.0,0.253,79.0,0.372,0.316,0.689,1.0,7.0,0.875,1.0,439.0,95.0,25.0,4.0,32.0,1.0,0.0,0.345,1.05,0.0,0.0,0.154,2.0,0.154,0.385,0.231,0.0,0.172,5.0,0.314,0.521,0.207,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Robinson Chirinos,455139,117,84.0,48.0,44.0,15.0,0.0,13.0,93.0,42.0,1.0,61.0,11.0,0.234,261.0,0.358,0.441,0.799,2.0,0.0,0.0,7.0,1273.0,320.0,115.0,41.0,135.0,2.0,4.0,0.302,0.74,20.08,20.0,0.4,8.0,0.478,1.078,0.6,43.0,0.279,12.0,0.392,0.811,0.419,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,4.0,0.75,3.0,0.75,2.0,1.25,0.0,False
Yordan Alvarez,670541,117,38.0,24.0,22.0,13.0,0.0,12.0,42.0,19.0,1.0,46.0,1.0,0.329,140.0,0.413,0.679,1.091,0.0,0.0,0.0,6.0,631.0,160.0,95.0,38.0,69.0,0.0,0.0,0.395,0.86,11.67,18.0,0.333,6.0,0.455,1.122,0.667,16.67,0.3,15.0,0.397,0.977,0.58,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,2.0,0.5,1.0,0.5,1.5,1.0,1.0,True
Yuli Gurriel,493329,117,102.0,100.0,58.0,27.0,2.0,20.0,47.0,22.0,0.0,121.0,2.0,0.296,409.0,0.331,0.518,0.849,3.0,3.0,0.5,6.0,1456.0,438.0,212.0,68.0,175.0,0.0,5.0,0.291,0.68,20.45,0.0,0.321,9.0,0.367,0.76,0.393,15.0,0.367,22.0,0.387,1.054,0.667,0.286,4.5,1.67,9.0,4.5,4.0,16.5,4.5,0.0,0.55,0.67,4.5,6.75,1.75,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False
Andrew Knizner,668800,138,9.0,11.0,4.0,2.0,0.0,1.0,7.0,2.0,0.0,5.0,0.0,0.167,30.0,0.219,0.333,0.552,0.0,1.0,1.0,2.0,106.0,32.0,10.0,3.0,15.0,0.0,0.0,0.182,1.57,30.0,23.0,0.217,5.0,0.28,0.715,0.435,30.0,0.167,5.0,0.219,0.552,0.333,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,
Dexter Fowler,451594,138,98.0,73.0,38.0,14.0,1.0,12.0,87.0,38.0,1.0,74.0,7.0,0.243,304.0,0.339,0.414,0.754,2.0,5.0,0.714,4.0,1454.0,352.0,126.0,37.0,113.0,1.0,2.0,0.3,1.0,25.33,13.5,0.185,5.0,0.241,0.722,0.481,26.5,0.189,10.0,0.254,0.631,0.377,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,23.0,0.174,4.0,0.296,0.513,0.217,0.0,False
Jose Martinez,500874,138,103.0,91.0,40.0,12.0,0.0,10.0,67.0,32.0,0.0,81.0,1.0,0.276,294.0,0.347,0.418,0.765,0.0,2.0,1.0,13.0,1388.0,329.0,123.0,40.0,110.0,0.0,2.0,0.324,1.6,29.4,0.0,0.269,7.0,0.345,0.691,0.346,22.5,0.267,12.0,0.382,0.826,0.444,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,16.0,0.188,3.0,0.188,0.376,0.188,1.0,True
Kolten Wong,543939,138,106.0,93.0,40.0,17.0,1.0,8.0,52.0,35.0,5.0,91.0,10.0,0.269,338.0,0.351,0.396,0.748,1.0,15.0,0.938,1.0,1385.0,389.0,134.0,41.0,146.0,2.0,4.0,0.294,0.86,42.25,24.0,0.417,10.0,0.481,1.023,0.542,45.0,0.422,19.0,0.491,1.047,0.556,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,20.0,0.35,7.0,0.381,0.781,0.4,0.0,True
Lane Thomas,657041,138,14.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.357,14.0,0.4,0.571,0.971,0.0,1.0,1.0,0.0,60.0,15.0,8.0,4.0,3.0,0.0,0.0,0.4,5.0,14.0,0.0,0.25,1.0,0.25,0.5,0.25,14.0,0.357,5.0,0.4,0.971,0.571,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,
Matt Wieters,446308,138,47.0,28.0,14.0,4.0,0.0,10.0,36.0,9.0,0.0,31.0,1.0,0.238,130.0,0.289,0.5,0.789,1.0,1.0,0.5,2.0,599.0,142.0,65.0,22.0,71.0,0.0,2.0,0.244,0.76,13.0,13.5,0.222,6.0,0.222,0.741,0.519,10.2,0.255,13.0,0.304,0.892,0.588,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,56.0,0.304,17.0,0.355,0.748,0.393,0.0,True
Paul DeJong,657557,138,106.0,85.0,70.0,26.0,1.0,18.0,89.0,41.0,1.0,101.0,9.0,0.253,400.0,0.333,0.458,0.791,4.0,6.0,0.6,10.0,1755.0,453.0,183.0,50.0,163.0,0.0,3.0,0.28,0.66,22.22,0.0,0.167,4.0,0.25,0.5,0.25,10.8,0.259,14.0,0.328,0.976,0.648,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,18.0,18.0,0.333,6.0,0.429,0.985,0.556,1.0,True
Paul Goldschmidt,502671,138,108.0,83.0,67.0,12.0,0.0,25.0,116.0,48.0,1.0,105.0,2.0,0.259,405.0,0.34,0.474,0.814,1.0,0.0,0.0,7.0,1925.0,458.0,192.0,58.0,140.0,0.0,1.0,0.302,0.81,16.2,7.25,0.379,11.0,0.4,1.262,0.862,7.12,0.316,18.0,0.344,1.116,0.772,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,17.0,17.0,0.471,8.0,0.55,1.197,0.647,1.0,True
Rangel Ravelo,592660,138,14.0,7.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,0.158,19.0,0.2,0.263,0.463,0.0,0.0,0.0,1.0,78.0,20.0,5.0,1.0,9.0,0.0,0.0,0.273,7.0,0.0,0.0,0.286,2.0,0.286,0.857,0.571,0.0,0.158,3.0,0.2,0.463,0.263,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,
Tommy Edman,669242,138,40.0,30.0,19.0,5.0,2.0,4.0,28.0,5.0,0.0,32.0,1.0,0.258,124.0,0.292,0.427,0.72,0.0,6.0,1.0,0.0,550.0,130.0,53.0,14.0,43.0,0.0,0.0,0.304,0.88,31.0,0.0,0.25,7.0,0.25,0.571,0.321,61.0,0.279,17.0,0.323,0.716,0.393,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,3.0,0.333,1.0,0.333,1.0,0.667,0.0,True
Tyler O'Neill,641933,138,46.0,17.0,14.0,5.0,0.0,5.0,46.0,7.0,0.0,36.0,0.0,0.279,129.0,0.316,0.434,0.75,0.0,1.0,1.0,3.0,535.0,136.0,56.0,16.0,59.0,0.0,0.0,0.397,0.57,25.8,0.0,0.238,5.0,0.333,0.571,0.238,18.33,0.291,16.0,0.328,0.783,0.455,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Yairo Munoz,622168,138,64.0,44.0,18.0,7.0,1.0,2.0,26.0,4.0,0.0,38.0,0.0,0.275,138.0,0.294,0.384,0.678,3.0,7.0,0.7,3.0,504.0,143.0,53.0,13.0,55.0,0.0,1.0,0.324,1.42,69.0,0.0,0.261,6.0,0.25,0.641,0.391,44.0,0.227,10.0,0.239,0.648,0.409,0.302,3.77,1.12,11.32,0.87,31.0,16.1,4.35,0.0,0.64,4.33,7.55,1.74,1.45,0.67,0.0,5.0,0.4,2.0,0.4,0.8,0.4,1.0,True
Albert Almora Jr.,546991,112,103.0,107.0,35.0,11.0,1.0,11.0,53.0,13.0,2.0,71.0,1.0,0.24,296.0,0.273,0.395,0.669,1.0,2.0,0.667,7.0,1145.0,315.0,117.0,29.0,142.0,4.0,1.0,0.258,1.53,26.91,6.5,0.308,4.0,0.308,1.077,0.769,20.0,0.175,7.0,0.175,0.5,0.325,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,8.0,0.25,2.0,0.25,0.5,0.25,1.0,False
Anthony Rizzo,519203,112,104.0,110.0,67.0,24.0,2.0,21.0,68.0,50.0,3.0,107.0,17.0,0.282,380.0,0.388,0.521,0.909,2.0,4.0,0.667,14.0,1814.0,449.0,198.0,71.0,155.0,0.0,2.0,0.294,1.13,18.1,24.0,0.167,4.0,0.231,0.606,0.375,26.0,0.308,16.0,0.4,0.958,0.558,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,7.5,15.0,0.533,8.0,0.632,1.632,1.0,0.0,False
David Bote,623520,112,93.0,68.0,35.0,14.0,0.0,10.0,79.0,30.0,3.0,61.0,3.0,0.245,249.0,0.331,0.422,0.753,1.0,4.0,0.8,6.0,1147.0,284.0,105.0,38.0,112.0,0.0,2.0,0.315,1.58,24.9,13.0,0.077,1.0,0.143,0.451,0.308,33.0,0.182,6.0,0.289,0.592,0.303,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Ian Happ,664023,112,6.0,1.0,3.0,0.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0,0.143,14.0,0.4,0.143,0.543,0.0,0.0,0.0,0.0,84.0,20.0,2.0,1.0,6.0,0.0,0.0,0.2,0.14,0.0,0.0,0.143,2.0,0.4,0.543,0.143,0.0,0.143,2.0,0.4,0.543,0.143,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,
Jason Heyward,518792,112,101.0,89.0,49.0,13.0,3.0,15.0,78.0,42.0,5.0,99.0,1.0,0.277,357.0,0.353,0.457,0.81,2.0,6.0,0.75,10.0,1500.0,402.0,163.0,44.0,129.0,0.0,2.0,0.316,0.96,23.8,0.0,0.321,9.0,0.321,0.678,0.357,0.0,0.291,16.0,0.316,0.68,0.364,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,13.0,13.0,0.077,1.0,0.25,0.558,0.308,0.0,False
Javier Baez,595879,112,106.0,103.0,73.0,28.0,3.0,25.0,130.0,21.0,3.0,122.0,0.0,0.283,431.0,0.316,0.536,0.852,5.0,8.0,0.615,10.0,1645.0,453.0,231.0,69.0,159.0,0.0,1.0,0.35,1.34,17.24,26.0,0.192,5.0,0.25,0.635,0.385,20.33,0.246,15.0,0.27,0.729,0.459,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,12.0,0.083,1.0,0.214,0.464,0.25,1.0,False
Kris Bryant,592178,112,103.0,80.0,80.0,30.0,1.0,21.0,96.0,55.0,1.0,111.0,11.0,0.288,385.0,0.392,0.535,0.927,0.0,2.0,1.0,7.0,1758.0,452.0,206.0,51.0,130.0,0.0,1.0,0.335,0.81,18.33,27.0,0.148,4.0,0.179,0.438,0.259,19.0,0.246,14.0,0.317,0.756,0.439,0.14,1.15,0.8,4.31,0.58,31.1,15.19,1.16,0.0,0.65,4.33,11.2,2.59,0.77,0.5,0.0,15.0,0.133,2.0,0.316,0.516,0.2,1.0,False
